      t(s)           x(m)           y(m)
 111.18000        9.61933        2.59465
 111.19000        9.61771        2.59588
 111.20000        9.61608        2.59711
 111.21000        9.61446        2.59834
 111.22000        9.61283        2.59957
 111.23000        9.61121        2.60081
 111.24000        9.60958        2.60204
 111.25000        9.60795        2.60327
 111.26000        9.60632        2.60450
 111.27000        9.60469        2.60573
 111.28000        9.60306        2.60696
 111.29000        9.60143        2.60819
 111.30000        9.59979        2.60941
 111.31000        9.59816        2.61064
 111.32000        9.59652        2.61187
 111.33000        9.59489        2.61310
 111.34000        9.59325        2.61433
 111.35000        9.59161        2.61556
 111.36000        9.58997        2.61678
 111.37000        9.58833        2.61801
 111.38000        9.58669        2.61924
 111.39000        9.58505        2.62046
 111.40000        9.58341        2.62169
 111.41000        9.58176        2.62292
 111.42000        9.58012        2.62414
 111.43000        9.57847        2.62537
 111.44000        9.57683        2.62659
 111.45000        9.57518        2.62782
 111.46000        9.57353        2.62904
 111.47000        9.57188        2.63027
 111.48000        9.57023        2.63149
 111.49000        9.56858        2.63272
 111.50000        9.56692        2.63394
 111.51000        9.56527        2.63516
 111.52000        9.56361        2.63639
 111.53000        9.56196        2.63761
 111.54000        9.56030        2.63883
 111.55000        9.55864        2.64006
 111.56000        9.55698        2.64128
 111.57000        9.55532        2.64250
 111.58000        9.55366        2.64372
 111.59000        9.55200        2.64494
 111.60000        9.55034        2.64616
 111.61000        9.54868        2.64738
 111.62000        9.54701        2.64861
 111.63000        9.54535        2.64983
 111.64000        9.54368        2.65105
 111.65000        9.54201        2.65227
 111.66000        9.54034        2.65348
 111.67000        9.53867        2.65470
 111.68000        9.53700        2.65592
 111.69000        9.53533        2.65714
 111.70000        9.53366        2.65836
 111.71000        9.53199        2.65958
 111.72000        9.53031        2.66080
 111.73000        9.52864        2.66201
 111.74000        9.52696        2.66323
 111.75000        9.52528        2.66445
 111.76000        9.52360        2.66566
 111.77000        9.52192        2.66688
 111.78000        9.52024        2.66810
 111.79000        9.51856        2.66931
 111.80000        9.51688        2.67053
 111.81000        9.51520        2.67174
 111.82000        9.51351        2.67296
 111.83000        9.51183        2.67417
 111.84000        9.51014        2.67539
 111.85000        9.50845        2.67660
 111.86000        9.50677        2.67782
 111.87000        9.50508        2.67903
 111.88000        9.50339        2.68024
 111.89000        9.50169        2.68146
 111.90000        9.50000        2.68267
 111.91000        9.49831        2.68388
 111.92000        9.49662        2.68509
 111.93000        9.49492        2.68631
 111.94000        9.49322        2.68752
 111.95000        9.49153        2.68873
 111.96000        9.48983        2.68994
 111.97000        9.48813        2.69115
 111.98000        9.48643        2.69236
 111.99000        9.48473        2.69357
 112.00000        9.48303        2.69478
 112.01000        9.48132        2.69599
 112.02000        9.47962        2.69720
 112.03000        9.47791        2.69841
 112.04000        9.47621        2.69962
 112.05000        9.47450        2.70083
 112.06000        9.47279        2.70204
 112.07000        9.47108        2.70324
 112.08000        9.46937        2.70445
 112.09000        9.46766        2.70566
 112.10000        9.46595        2.70687
 112.11000        9.46424        2.70807
 112.12000        9.46252        2.70928
 112.13000        9.46081        2.71049
 112.14000        9.45909        2.71169
 112.15000        9.45738        2.71290
 112.16000        9.45566        2.71410
 112.17000        9.45394        2.71531
 112.18000        9.45222        2.71651
 112.19000        9.45050        2.71772
 112.20000        9.44878        2.71892
 112.21000        9.44705        2.72013
 112.22000        9.44533        2.72133
 112.23000        9.44361        2.72253
 112.24000        9.44188        2.72374
 112.25000        9.44015        2.72494
 112.26000        9.43842        2.72614
 112.27000        9.43670        2.72735
 112.28000        9.43497        2.72855
 112.29000        9.43323        2.72975
 112.30000        9.43150        2.73095
 112.31000        9.42977        2.73215
 112.32000        9.42804        2.73335
 112.33000        9.42630        2.73455
 112.34000        9.42457        2.73575
 112.35000        9.42283        2.73695
 112.36000        9.42109        2.73815
 112.37000        9.41935        2.73935
 112.38000        9.41761        2.74055
 112.39000        9.41587        2.74175
 112.40000        9.41413        2.74295
 112.41000        9.41239        2.74415
 112.42000        9.41064        2.74535
 112.43000        9.40890        2.74654
 112.44000        9.40715        2.74774
 112.45000        9.40541        2.74894
 112.46000        9.40366        2.75013
 112.47000        9.40191        2.75133
 112.48000        9.40016        2.75253
 112.49000        9.39841        2.75372
 112.50000        9.39666        2.75492
 112.51000        9.39490        2.75611
 112.52000        9.39315        2.75731
 112.53000        9.39140        2.75850
 112.54000        9.38964        2.75970
 112.55000        9.38788        2.76089
 112.56000        9.38612        2.76209
 112.57000        9.38437        2.76328
 112.58000        9.38261        2.76447
 112.59000        9.38085        2.76567
 112.60000        9.37908        2.76686
 112.61000        9.37732        2.76805
 112.62000        9.37556        2.76924
 112.63000        9.37379        2.77044
 112.64000        9.37203        2.77163
 112.65000        9.37026        2.77282
 112.66000        9.36849        2.77401
 112.67000        9.36672        2.77520
 112.68000        9.36495        2.77639
 112.69000        9.36318        2.77758
 112.70000        9.36141        2.77877
 112.71000        9.35964        2.77996
 112.72000        9.35786        2.78115
 112.73000        9.35609        2.78234
 112.74000        9.35431        2.78353
 112.75000        9.35254        2.78472
 112.76000        9.35076        2.78590
 112.77000        9.34898        2.78709
 112.78000        9.34720        2.78828
 112.79000        9.34542        2.78947
 112.80000        9.34364        2.79065
 112.81000        9.34185        2.79184
 112.82000        9.34007        2.79302
 112.83000        9.33828        2.79421
 112.84000        9.33650        2.79540
 112.85000        9.33471        2.79658
 112.86000        9.33292        2.79777
 112.87000        9.33113        2.79895
 112.88000        9.32934        2.80014
 112.89000        9.32755        2.80132
 112.90000        9.32576        2.80250
 112.91000        9.32397        2.80369
 112.92000        9.32217        2.80487
 112.93000        9.32038        2.80605
 112.94000        9.31858        2.80724
 112.95000        9.31679        2.80842
 112.96000        9.31499        2.80960
 112.97000        9.31319        2.81078
 112.98000        9.31139        2.81196
 112.99000        9.30959        2.81314
 113.00000        9.30779        2.81432
 113.01000        9.30598        2.81550
 113.02000        9.30418        2.81668
 113.03000        9.30237        2.81786
 113.04000        9.30057        2.81904
 113.05000        9.29876        2.82022
 113.06000        9.29695        2.82140
 113.07000        9.29514        2.82258
 113.08000        9.29333        2.82376
 113.09000        9.29152        2.82494
 113.10000        9.28971        2.82611
 113.11000        9.28789        2.82729
 113.12000        9.28608        2.82847
 113.13000        9.28427        2.82965
 113.14000        9.28245        2.83082
 113.15000        9.28063        2.83200
 113.16000        9.27881        2.83317
 113.17000        9.27699        2.83435
 113.18000        9.27517        2.83552
 113.19000        9.27335        2.83670
 113.20000        9.27153        2.83787
 113.21000        9.26971        2.83905
 113.22000        9.26788        2.84022
 113.23000        9.26606        2.84140
 113.24000        9.26423        2.84257
 113.25000        9.26240        2.84374
 113.26000        9.26057        2.84491
 113.27000        9.25874        2.84609
 113.28000        9.25691        2.84726
 113.29000        9.25508        2.84843
 113.30000        9.25325        2.84960
 113.31000        9.25142        2.85077
 113.32000        9.24958        2.85194
 113.33000        9.24775        2.85311
 113.34000        9.24591        2.85428
 113.35000        9.24407        2.85545
 113.36000        9.24223        2.85662
 113.37000        9.24039        2.85779
 113.38000        9.23855        2.85896
 113.39000        9.23671        2.86013
 113.40000        9.23487        2.86130
 113.41000        9.23302        2.86247
 113.42000        9.23118        2.86363
 113.43000        9.22933        2.86480
 113.44000        9.22749        2.86597
 113.45000        9.22564        2.86714
 113.46000        9.22379        2.86830
 113.47000        9.22194        2.86947
 113.48000        9.22009        2.87063
 113.49000        9.21824        2.87180
 113.50000        9.21638        2.87296
 113.51000        9.21453        2.87413
 113.52000        9.21267        2.87529
 113.53000        9.21082        2.87646
 113.54000        9.20896        2.87762
 113.55000        9.20710        2.87879
 113.56000        9.20524        2.87995
 113.57000        9.20338        2.88111
 113.58000        9.20152        2.88227
 113.59000        9.19966        2.88344
 113.60000        9.19780        2.88460
 113.61000        9.19593        2.88576
 113.62000        9.19407        2.88692
 113.63000        9.19220        2.88808
 113.64000        9.19033        2.88924
 113.65000        9.18846        2.89040
 113.66000        9.18660        2.89156
 113.67000        9.18473        2.89272
 113.68000        9.18285        2.89388
 113.69000        9.18098        2.89504
 113.70000        9.17911        2.89620
 113.71000        9.17723        2.89736
 113.72000        9.17536        2.89852
 113.73000        9.17348        2.89967
 113.74000        9.17160        2.90083
 113.75000        9.16972        2.90199
 113.76000        9.16784        2.90314
 113.77000        9.16596        2.90430
 113.78000        9.16408        2.90546
 113.79000        9.16220        2.90661
 113.80000        9.16032        2.90777
 113.81000        9.15843        2.90892
 113.82000        9.15654        2.91008
 113.83000        9.15466        2.91123
 113.84000        9.15277        2.91239
 113.85000        9.15088        2.91354
 113.86000        9.14899        2.91469
 113.87000        9.14710        2.91585
 113.88000        9.14521        2.91700
 113.89000        9.14331        2.91815
 113.90000        9.14142        2.91930
 113.91000        9.13952        2.92046
 113.92000        9.13763        2.92161
 113.93000        9.13573        2.92276
 113.94000        9.13383        2.92391
 113.95000        9.13193        2.92506
 113.96000        9.13003        2.92621
 113.97000        9.12813        2.92736
 113.98000        9.12623        2.92851
 113.99000        9.12433        2.92966
 114.00000        9.12242        2.93081
 114.01000        9.12052        2.93196
 114.02000        9.11861        2.93310
 114.03000        9.11670        2.93425
 114.04000        9.11479        2.93540
 114.05000        9.11288        2.93655
 114.06000        9.11097        2.93769
 114.07000        9.10906        2.93884
 114.08000        9.10715        2.93999
 114.09000        9.10523        2.94113
 114.10000        9.10332        2.94228
 114.11000        9.10140        2.94342
 114.12000        9.09949        2.94457
 114.13000        9.09757        2.94571
 114.14000        9.09565        2.94686
 114.15000        9.09373        2.94800
 114.16000        9.09181        2.94914
 114.17000        9.08989        2.95029
 114.18000        9.08796        2.95143
 114.19000        9.08604        2.95257
 114.20000        9.08411        2.95371
 114.21000        9.08219        2.95485
 114.22000        9.08026        2.95600
 114.23000        9.07833        2.95714
 114.24000        9.07640        2.95828
 114.25000        9.07447        2.95942
 114.26000        9.07254        2.96056
 114.27000        9.07061        2.96170
 114.28000        9.06867        2.96284
 114.29000        9.06674        2.96398
 114.30000        9.06480        2.96512
 114.31000        9.06286        2.96625
 114.32000        9.06093        2.96739
 114.33000        9.05899        2.96853
 114.34000        9.05705        2.96967
 114.35000        9.05511        2.97080
 114.36000        9.05317        2.97194
 114.37000        9.05122        2.97308
 114.38000        9.04928        2.97421
 114.39000        9.04733        2.97535
 114.40000        9.04539        2.97648
 114.41000        9.04344        2.97762
 114.42000        9.04149        2.97875
 114.43000        9.03954        2.97989
 114.44000        9.03759        2.98102
 114.45000        9.03564        2.98215
 114.46000        9.03369        2.98329
 114.47000        9.03173        2.98442
 114.48000        9.02978        2.98555
 114.49000        9.02782        2.98669
 114.50000        9.02587        2.98782
 114.51000        9.02391        2.98895
 114.52000        9.02195        2.99008
 114.53000        9.01999        2.99121
 114.54000        9.01803        2.99234
 114.55000        9.01607        2.99347
 114.56000        9.01410        2.99460
 114.57000        9.01214        2.99573
 114.58000        9.01018        2.99686
 114.59000        9.00821        2.99799
 114.60000        9.00624        2.99912
 114.61000        9.00427        3.00024
 114.62000        9.00230        3.00137
 114.63000        9.00033        3.00250
 114.64000        8.99836        3.00363
 114.65000        8.99639        3.00475
 114.66000        8.99442        3.00588
 114.67000        8.99244        3.00700
 114.68000        8.99047        3.00813
 114.69000        8.98849        3.00926
 114.70000        8.98651        3.01038
 114.71000        8.98453        3.01150
 114.72000        8.98255        3.01263
 114.73000        8.98057        3.01375
 114.74000        8.97859        3.01488
 114.75000        8.97661        3.01600
 114.76000        8.97462        3.01712
 114.77000        8.97264        3.01824
 114.78000        8.97065        3.01937
 114.79000        8.96866        3.02049
 114.80000        8.96668        3.02161
 114.81000        8.96469        3.02273
 114.82000        8.96270        3.02385
 114.83000        8.96071        3.02497
 114.84000        8.95871        3.02609
 114.85000        8.95672        3.02721
 114.86000        8.95472        3.02833
 114.87000        8.95273        3.02945
 114.88000        8.95073        3.03057
 114.89000        8.94873        3.03168
 114.90000        8.94674        3.03280
 114.91000        8.94474        3.03392
 114.92000        8.94273        3.03504
 114.93000        8.94073        3.03615
 114.94000        8.93873        3.03727
 114.95000        8.93672        3.03838
 114.96000        8.93472        3.03950
 114.97000        8.93271        3.04062
 114.98000        8.93071        3.04173
 114.99000        8.92870        3.04284
 115.00000        8.92669        3.04396
 115.01000        8.92468        3.04507
 115.02000        8.92267        3.04619
 115.03000        8.92065        3.04730
 115.04000        8.91864        3.04841
 115.05000        8.91662        3.04952
 115.06000        8.91461        3.05064
 115.07000        8.91259        3.05175
 115.08000        8.91057        3.05286
 115.09000        8.90855        3.05397
 115.10000        8.90653        3.05508
 115.11000        8.90451        3.05619
 115.12000        8.90249        3.05730
 115.13000        8.90047        3.05841
 115.14000        8.89844        3.05952
 115.15000        8.89642        3.06063
 115.16000        8.89439        3.06173
 115.17000        8.89236        3.06284
 115.18000        8.89033        3.06395
 115.19000        8.88830        3.06506
 115.20000        8.88627        3.06616
 115.21000        8.88424        3.06727
 115.22000        8.88221        3.06838
 115.23000        8.88017        3.06948
 115.24000        8.87814        3.07059
 115.25000        8.87610        3.07169
 115.26000        8.87407        3.07280
 115.27000        8.87203        3.07390
 115.28000        8.86999        3.07500
 115.29000        8.86795        3.07611
 115.30000        8.86591        3.07721
 115.31000        8.86386        3.07831
 115.32000        8.86182        3.07942
 115.33000        8.85977        3.08052
 115.34000        8.85773        3.08162
 115.35000        8.85568        3.08272
 115.36000        8.85363        3.08382
 115.37000        8.85158        3.08492
 115.38000        8.84953        3.08602
 115.39000        8.84748        3.08712
 115.40000        8.84543        3.08822
 115.41000        8.84338        3.08932
 115.42000        8.84132        3.09042
 115.43000        8.83927        3.09152
 115.44000        8.83721        3.09261
 115.45000        8.83515        3.09371
 115.46000        8.83309        3.09481
 115.47000        8.83103        3.09591
 115.48000        8.82897        3.09700
 115.49000        8.82691        3.09810
 115.50000        8.82485        3.09919
 115.51000        8.82278        3.10029
 115.52000        8.82072        3.10138
 115.53000        8.81865        3.10248
 115.54000        8.81659        3.10357
 115.55000        8.81452        3.10467
 115.56000        8.81245        3.10576
 115.57000        8.81038        3.10685
 115.58000        8.80831        3.10794
 115.59000        8.80623        3.10904
 115.60000        8.80416        3.11013
 115.61000        8.80208        3.11122
 115.62000        8.80001        3.11231
 115.63000        8.79793        3.11340
 115.64000        8.79585        3.11449
 115.65000        8.79377        3.11558
 115.66000        8.79169        3.11667
 115.67000        8.78961        3.11776
 115.68000        8.78753        3.11885
 115.69000        8.78545        3.11994
 115.70000        8.78336        3.12103
 115.71000        8.78127        3.12211
 115.72000        8.77919        3.12320
 115.73000        8.77710        3.12429
 115.74000        8.77501        3.12537
 115.75000        8.77292        3.12646
 115.76000        8.77083        3.12754
 115.77000        8.76874        3.12863
 115.78000        8.76664        3.12971
 115.79000        8.76455        3.13080
 115.80000        8.76245        3.13188
 115.81000        8.76036        3.13297
 115.82000        8.75826        3.13405
 115.83000        8.75616        3.13513
 115.84000        8.75406        3.13622
 115.85000        8.75196        3.13730
 115.86000        8.74986        3.13838
 115.87000        8.74775        3.13946
 115.88000        8.74565        3.14054
 115.89000        8.74355        3.14162
 115.90000        8.74144        3.14270
 115.91000        8.73933        3.14378
 115.92000        8.73722        3.14486
 115.93000        8.73511        3.14594
 115.94000        8.73300        3.14702
 115.95000        8.73089        3.14810
 115.96000        8.72878        3.14918
 115.97000        8.72666        3.15025
 115.98000        8.72455        3.15133
 115.99000        8.72243        3.15241
 116.00000        8.72031        3.15348
 116.01000        8.71820        3.15456
 116.02000        8.71608        3.15563
 116.03000        8.71396        3.15671
 116.04000        8.71183        3.15778
 116.05000        8.70971        3.15886
 116.06000        8.70759        3.15993
 116.07000        8.70546        3.16101
 116.08000        8.70334        3.16208
 116.09000        8.70121        3.16315
 116.10000        8.69908        3.16422
 116.11000        8.69695        3.16530
 116.12000        8.69482        3.16637
 116.13000        8.69269        3.16744
 116.14000        8.69056        3.16851
 116.15000        8.68842        3.16958
 116.16000        8.68629        3.17065
 116.17000        8.68415        3.17172
 116.18000        8.68201        3.17279
 116.19000        8.67988        3.17386
 116.20000        8.67774        3.17492
 116.21000        8.67560        3.17599
 116.22000        8.67346        3.17706
 116.23000        8.67131        3.17813
 116.24000        8.66917        3.17919
 116.25000        8.66702        3.18026
 116.26000        8.66488        3.18133
 116.27000        8.66273        3.18239
 116.28000        8.66058        3.18346
 116.29000        8.65843        3.18452
 116.30000        8.65628        3.18558
 116.31000        8.65413        3.18665
 116.32000        8.65198        3.18771
 116.33000        8.64983        3.18877
 116.34000        8.64767        3.18984
 116.35000        8.64552        3.19090
 116.36000        8.64336        3.19196
 116.37000        8.64120        3.19302
 116.38000        8.63904        3.19408
 116.39000        8.63688        3.19514
 116.40000        8.63472        3.19620
 116.41000        8.63256        3.19726
 116.42000        8.63039        3.19832
 116.43000        8.62823        3.19938
 116.44000        8.62606        3.20044
 116.45000        8.62390        3.20150
 116.46000        8.62173        3.20256
 116.47000        8.61956        3.20361
 116.48000        8.61739        3.20467
 116.49000        8.61522        3.20573
 116.50000        8.61305        3.20678
 116.51000        8.61087        3.20784
 116.52000        8.60870        3.20889
 116.53000        8.60652        3.20995
 116.54000        8.60435        3.21100
 116.55000        8.60217        3.21206
 116.56000        8.59999        3.21311
 116.57000        8.59781        3.21416
 116.58000        8.59563        3.21522
 116.59000        8.59344        3.21627
 116.60000        8.59126        3.21732
 116.61000        8.58908        3.21837
 116.62000        8.58689        3.21942
 116.63000        8.58470        3.22047
 116.64000        8.58252        3.22152
 116.65000        8.58033        3.22257
 116.66000        8.57814        3.22362
 116.67000        8.57595        3.22467
 116.68000        8.57375        3.22572
 116.69000        8.57156        3.22677
 116.70000        8.56936        3.22782
 116.71000        8.56717        3.22886
 116.72000        8.56497        3.22991
 116.73000        8.56277        3.23096
 116.74000        8.56058        3.23200
 116.75000        8.55838        3.23305
 116.76000        8.55617        3.23410
 116.77000        8.55397        3.23514
 116.78000        8.55177        3.23618
 116.79000        8.54956        3.23723
 116.80000        8.54736        3.23827
 116.81000        8.54515        3.23931
 116.82000        8.54294        3.24036
 116.83000        8.54073        3.24140
 116.84000        8.53852        3.24244
 116.85000        8.53631        3.24348
 116.86000        8.53410        3.24452
 116.87000        8.53189        3.24556
 116.88000        8.52967        3.24660
 116.89000        8.52745        3.24764
 116.90000        8.52524        3.24868
 116.91000        8.52302        3.24972
 116.92000        8.52080        3.25076
 116.93000        8.51858        3.25180
 116.94000        8.51636        3.25284
 116.95000        8.51414        3.25387
 116.96000        8.51191        3.25491
 116.97000        8.50969        3.25595
 116.98000        8.50746        3.25698
 116.99000        8.50523        3.25802
 117.00000        8.50301        3.25905
 117.01000        8.50078        3.26009
 117.02000        8.49855        3.26112
 117.03000        8.49631        3.26215
 117.04000        8.49408        3.26319
 117.05000        8.49185        3.26422
 117.06000        8.48961        3.26525
 117.07000        8.48738        3.26629
 117.08000        8.48514        3.26732
 117.09000        8.48290        3.26835
 117.10000        8.48066        3.26938
 117.11000        8.47842        3.27041
 117.12000        8.47618        3.27144
 117.13000        8.47394        3.27247
 117.14000        8.47169        3.27350
 117.15000        8.46945        3.27453
 117.16000        8.46720        3.27555
 117.17000        8.46495        3.27658
 117.18000        8.46270        3.27761
 117.19000        8.46045        3.27863
 117.20000        8.45820        3.27966
 117.21000        8.45595        3.28069
 117.22000        8.45370        3.28171
 117.23000        8.45144        3.28274
 117.24000        8.44919        3.28376
 117.25000        8.44693        3.28479
 117.26000        8.44467        3.28581
 117.27000        8.44242        3.28683
 117.28000        8.44016        3.28786
 117.29000        8.43789        3.28888
 117.30000        8.43563        3.28990
 117.31000        8.43337        3.29092
 117.32000        8.43110        3.29194
 117.33000        8.42884        3.29296
 117.34000        8.42657        3.29398
 117.35000        8.42430        3.29500
 117.36000        8.42204        3.29602
 117.37000        8.41977        3.29704
 117.38000        8.41749        3.29806
 117.39000        8.41522        3.29908
 117.40000        8.41295        3.30009
 117.41000        8.41067        3.30111
 117.42000        8.40840        3.30213
 117.43000        8.40612        3.30314
 117.44000        8.40384        3.30416
 117.45000        8.40156        3.30517
 117.46000        8.39928        3.30619
 117.47000        8.39700        3.30720
 117.48000        8.39472        3.30822
 117.49000        8.39243        3.30923
 117.50000        8.39015        3.31024
 117.51000        8.38786        3.31126
 117.52000        8.38558        3.31227
 117.53000        8.38329        3.31328
 117.54000        8.38100        3.31429
 117.55000        8.37871        3.31530
 117.56000        8.37642        3.31631
 117.57000        8.37412        3.31732
 117.58000        8.37183        3.31833
 117.59000        8.36953        3.31934
 117.60000        8.36724        3.32035
 117.61000        8.36494        3.32136
 117.62000        8.36264        3.32236
 117.63000        8.36034        3.32337
 117.64000        8.35804        3.32438
 117.65000        8.35574        3.32538
 117.66000        8.35343        3.32639
 117.67000        8.35113        3.32739
 117.68000        8.34882        3.32840
 117.69000        8.34652        3.32940
 117.70000        8.34421        3.33041
 117.71000        8.34190        3.33141
 117.72000        8.33959        3.33241
 117.73000        8.33728        3.33342
 117.74000        8.33497        3.33442
 117.75000        8.33265        3.33542
 117.76000        8.33034        3.33642
 117.77000        8.32802        3.33742
 117.78000        8.32571        3.33842
 117.79000        8.32339        3.33942
 117.80000        8.32107        3.34042
 117.81000        8.31875        3.34142
 117.82000        8.31643        3.34242
 117.83000        8.31410        3.34341
 117.84000        8.31178        3.34441
 117.85000        8.30945        3.34541
 117.86000        8.30713        3.34641
 117.87000        8.30480        3.34740
 117.88000        8.30247        3.34840
 117.89000        8.30014        3.34939
 117.90000        8.29781        3.35039
 117.91000        8.29548        3.35138
 117.92000        8.29314        3.35237
 117.93000        8.29081        3.35337
 117.94000        8.28847        3.35436
 117.95000        8.28614        3.35535
 117.96000        8.28380        3.35634
 117.97000        8.28146        3.35734
 117.98000        8.27912        3.35833
 117.99000        8.27678        3.35932
 118.00000        8.27444        3.36031
 118.01000        8.27209        3.36130
 118.02000        8.26975        3.36229
 118.03000        8.26740        3.36327
 118.04000        8.26505        3.36426
 118.05000        8.26271        3.36525
 118.06000        8.26036        3.36624
 118.07000        8.25801        3.36722
 118.08000        8.25565        3.36821
 118.09000        8.25330        3.36919
 118.10000        8.25095        3.37018
 118.11000        8.24859        3.37116
 118.12000        8.24624        3.37215
 118.13000        8.24388        3.37313
 118.14000        8.24152        3.37412
 118.15000        8.23916        3.37510
 118.16000        8.23680        3.37608
 118.17000        8.23443        3.37706
 118.18000        8.23207        3.37804
 118.19000        8.22971        3.37902
 118.20000        8.22734        3.38001
 118.21000        8.22497        3.38099
 118.22000        8.22261        3.38196
 118.23000        8.22024        3.38294
 118.24000        8.21787        3.38392
 118.25000        8.21549        3.38490
 118.26000        8.21312        3.38588
 118.27000        8.21075        3.38685
 118.28000        8.20837        3.38783
 118.29000        8.20600        3.38881
 118.30000        8.20362        3.38978
 118.31000        8.20124        3.39076
 118.32000        8.19886        3.39173
 118.33000        8.19648        3.39271
 118.34000        8.19410        3.39368
 118.35000        8.19171        3.39465
 118.36000        8.18933        3.39563
 118.37000        8.18694        3.39660
 118.38000        8.18456        3.39757
 118.39000        8.18217        3.39854
 118.40000        8.17978        3.39951
 118.41000        8.17739        3.40048
 118.42000        8.17500        3.40145
 118.43000        8.17260        3.40242
 118.44000        8.17021        3.40339
 118.45000        8.16781        3.40436
 118.46000        8.16542        3.40533
 118.47000        8.16302        3.40629
 118.48000        8.16062        3.40726
 118.49000        8.15822        3.40823
 118.50000        8.15582        3.40919
 118.51000        8.15342        3.41016
 118.52000        8.15101        3.41112
 118.53000        8.14861        3.41209
 118.54000        8.14620        3.41305
 118.55000        8.14380        3.41401
 118.56000        8.14139        3.41498
 118.57000        8.13898        3.41594
 118.58000        8.13657        3.41690
 118.59000        8.13416        3.41786
 118.60000        8.13174        3.41882
 118.61000        8.12933        3.41978
 118.62000        8.12691        3.42074
 118.63000        8.12450        3.42170
 118.64000        8.12208        3.42266
 118.65000        8.11966        3.42362
 118.66000        8.11724        3.42458
 118.67000        8.11482        3.42553
 118.68000        8.11240        3.42649
 118.69000        8.10997        3.42745
 118.70000        8.10755        3.42840
 118.71000        8.10512        3.42936
 118.72000        8.10270        3.43031
 118.73000        8.10027        3.43127
 118.74000        8.09784        3.43222
 118.75000        8.09541        3.43318
 118.76000        8.09298        3.43413
 118.77000        8.09054        3.43508
 118.78000        8.08811        3.43603
 118.79000        8.08567        3.43698
 118.80000        8.08324        3.43793
 118.81000        8.08080        3.43888
 118.82000        8.07836        3.43983
 118.83000        8.07592        3.44078
 118.84000        8.07348        3.44173
 118.85000        8.07104        3.44268
 118.86000        8.06859        3.44363
 118.87000        8.06615        3.44458
 118.88000        8.06370        3.44552
 118.89000        8.06125        3.44647
 118.90000        8.05880        3.44741
 118.91000        8.05635        3.44836
 118.92000        8.05390        3.44930
 118.93000        8.05145        3.45025
 118.94000        8.04900        3.45119
 118.95000        8.04654        3.45214
 118.96000        8.04409        3.45308
 118.97000        8.04163        3.45402
 118.98000        8.03917        3.45496
 118.99000        8.03671        3.45590
 119.00000        8.03425        3.45684
 119.01000        8.03179        3.45778
 119.02000        8.02933        3.45872
 119.03000        8.02686        3.45966
 119.04000        8.02440        3.46060
 119.05000        8.02193        3.46154
 119.06000        8.01946        3.46248
 119.07000        8.01699        3.46341
 119.08000        8.01452        3.46435
 119.09000        8.01205        3.46529
 119.10000        8.00958        3.46622
 119.11000        8.00711        3.46716
 119.12000        8.00463        3.46809
 119.13000        8.00215        3.46902
 119.14000        7.99968        3.46996
 119.15000        7.99720        3.47089
 119.16000        7.99472        3.47182
 119.17000        7.99224        3.47275
 119.18000        7.98976        3.47369
 119.19000        7.98727        3.47462
 119.20000        7.98479        3.47555
 119.21000        7.98230        3.47648
 119.22000        7.97981        3.47741
 119.23000        7.97733        3.47833
 119.24000        7.97484        3.47926
 119.25000        7.97235        3.48019
 119.26000        7.96985        3.48112
 119.27000        7.96736        3.48204
 119.28000        7.96487        3.48297
 119.29000        7.96237        3.48389
 119.30000        7.95987        3.48482
 119.31000        7.95738        3.48574
 119.32000        7.95488        3.48667
 119.33000        7.95238        3.48759
 119.34000        7.94987        3.48851
 119.35000        7.94737        3.48944
 119.36000        7.94487        3.49036
 119.37000        7.94236        3.49128
 119.38000        7.93986        3.49220
 119.39000        7.93735        3.49312
 119.40000        7.93484        3.49404
 119.41000        7.93233        3.49496
 119.42000        7.92982        3.49588
 119.43000        7.92731        3.49679
 119.44000        7.92479        3.49771
 119.45000        7.92228        3.49863
 119.46000        7.91976        3.49954
 119.47000        7.91724        3.50046
 119.48000        7.91472        3.50138
 119.49000        7.91220        3.50229
 119.50000        7.90968        3.50320
 119.51000        7.90716        3.50412
 119.52000        7.90464        3.50503
 119.53000        7.90211        3.50594
 119.54000        7.89959        3.50686
 119.55000        7.89706        3.50777
 119.56000        7.89453        3.50868
 119.57000        7.89200        3.50959
 119.58000        7.88947        3.51050
 119.59000        7.88694        3.51141
 119.60000        7.88440        3.51232
 119.61000        7.88187        3.51323
 119.62000        7.87933        3.51413
 119.63000        7.87680        3.51504
 119.64000        7.87426        3.51595
 119.65000        7.87172        3.51685
 119.66000        7.86918        3.51776
 119.67000        7.86664        3.51866
 119.68000        7.86409        3.51957
 119.69000        7.86155        3.52047
 119.70000        7.85900        3.52137
 119.71000        7.85646        3.52228
 119.72000        7.85391        3.52318
 119.73000        7.85136        3.52408
 119.74000        7.84881        3.52498
 119.75000        7.84626        3.52588
 119.76000        7.84370        3.52678
 119.77000        7.84115        3.52768
 119.78000        7.83859        3.52858
 119.79000        7.83604        3.52948
 119.80000        7.83348        3.53038
 119.81000        7.83092        3.53127
 119.82000        7.82836        3.53217
 119.83000        7.82580        3.53307
 119.84000        7.82324        3.53396
 119.85000        7.82067        3.53486
 119.86000        7.81811        3.53575
 119.87000        7.81554        3.53665
 119.88000        7.81297        3.53754
 119.89000        7.81040        3.53843
 119.90000        7.80783        3.53932
 119.91000        7.80526        3.54022
