      t(s)           x(m)           y(m)
  56.17000        5.05957       -4.02059
  56.18000        5.06344       -4.02050
  56.19000        5.06731       -4.02040
  56.20000        5.07118       -4.02030
  56.21000        5.07505       -4.02021
  56.22000        5.07892       -4.02011
  56.23000        5.08278       -4.02001
  56.24000        5.08665       -4.01990
  56.25000        5.09051       -4.01980
  56.26000        5.09437       -4.01969
  56.27000        5.09823       -4.01959
  56.28000        5.10208       -4.01948
  56.29000        5.10594       -4.01937
  56.30000        5.10979       -4.01926
  56.31000        5.11364       -4.01914
  56.32000        5.11749       -4.01903
  56.33000        5.12133       -4.01891
  56.34000        5.12518       -4.01880
  56.35000        5.12902       -4.01868
  56.36000        5.13286       -4.01856
  56.37000        5.13670       -4.01844
  56.38000        5.14054       -4.01831
  56.39000        5.14437       -4.01819
  56.40000        5.14820       -4.01806
  56.41000        5.15204       -4.01793
  56.42000        5.15587       -4.01780
  56.43000        5.15969       -4.01767
  56.44000        5.16352       -4.01754
  56.45000        5.16734       -4.01741
  56.46000        5.17117       -4.01727
  56.47000        5.17499       -4.01714
  56.48000        5.17880       -4.01700
  56.49000        5.18262       -4.01686
  56.50000        5.18644       -4.01672
  56.51000        5.19025       -4.01658
  56.52000        5.19406       -4.01644
  56.53000        5.19787       -4.01629
  56.54000        5.20168       -4.01615
  56.55000        5.20548       -4.01600
  56.56000        5.20929       -4.01585
  56.57000        5.21309       -4.01570
  56.58000        5.21689       -4.01555
  56.59000        5.22069       -4.01539
  56.60000        5.22448       -4.01524
  56.61000        5.22828       -4.01508
  56.62000        5.23207       -4.01493
  56.63000        5.23586       -4.01477
  56.64000        5.23965       -4.01461
  56.65000        5.24344       -4.01445
  56.66000        5.24722       -4.01428
  56.67000        5.25101       -4.01412
  56.68000        5.25479       -4.01395
  56.69000        5.25857       -4.01379
  56.70000        5.26235       -4.01362
  56.71000        5.26613       -4.01345
  56.72000        5.26990       -4.01328
  56.73000        5.27367       -4.01310
  56.74000        5.27744       -4.01293
  56.75000        5.28121       -4.01275
  56.76000        5.28498       -4.01258
  56.77000        5.28875       -4.01240
  56.78000        5.29251       -4.01222
  56.79000        5.29627       -4.01204
  56.80000        5.30003       -4.01186
  56.81000        5.30379       -4.01167
  56.82000        5.30755       -4.01149
  56.83000        5.31130       -4.01130
  56.84000        5.31506       -4.01111
  56.85000        5.31881       -4.01092
  56.86000        5.32256       -4.01073
  56.87000        5.32630       -4.01054
  56.88000        5.33005       -4.01035
  56.89000        5.33379       -4.01015
  56.90000        5.33754       -4.00996
  56.91000        5.34128       -4.00976
  56.92000        5.34501       -4.00956
  56.93000        5.34875       -4.00936
  56.94000        5.35249       -4.00916
  56.95000        5.35622       -4.00896
  56.96000        5.35995       -4.00875
  56.97000        5.36368       -4.00855
  56.98000        5.36741       -4.00834
  56.99000        5.37113       -4.00813
  57.00000        5.37486       -4.00793
  57.01000        5.37858       -4.00771
  57.02000        5.38230       -4.00750
  57.03000        5.38602       -4.00729
  57.04000        5.38974       -4.00707
  57.05000        5.39345       -4.00686
  57.06000        5.39717       -4.00664
  57.07000        5.40088       -4.00642
  57.08000        5.40459       -4.00620
  57.09000        5.40830       -4.00598
  57.10000        5.41200       -4.00576
  57.11000        5.41571       -4.00554
  57.12000        5.41941       -4.00531
  57.13000        5.42311       -4.00508
  57.14000        5.42681       -4.00486
  57.15000        5.43051       -4.00463
  57.16000        5.43421       -4.00440
  57.17000        5.43790       -4.00416
  57.18000        5.44159       -4.00393
  57.19000        5.44528       -4.00370
  57.20000        5.44897       -4.00346
  57.21000        5.45266       -4.00322
  57.22000        5.45634       -4.00299
  57.23000        5.46003       -4.00275
  57.24000        5.46371       -4.00251
  57.25000        5.46739       -4.00226
  57.26000        5.47107       -4.00202
  57.27000        5.47474       -4.00178
  57.28000        5.47842       -4.00153
  57.29000        5.48209       -4.00128
  57.30000        5.48576       -4.00103
  57.31000        5.48943       -4.00078
  57.32000        5.49310       -4.00053
  57.33000        5.49677       -4.00028
  57.34000        5.50043       -4.00003
  57.35000        5.50409       -3.99977
  57.36000        5.50775       -3.99952
  57.37000        5.51141       -3.99926
  57.38000        5.51507       -3.99900
  57.39000        5.51873       -3.99874
  57.40000        5.52238       -3.99848
  57.41000        5.52603       -3.99822
  57.42000        5.52968       -3.99795
  57.43000        5.53333       -3.99769
  57.44000        5.53698       -3.99742
  57.45000        5.54062       -3.99715
  57.46000        5.54426       -3.99689
  57.47000        5.54791       -3.99662
  57.48000        5.55155       -3.99634
  57.49000        5.55518       -3.99607
  57.50000        5.55882       -3.99580
  57.51000        5.56245       -3.99552
  57.52000        5.56609       -3.99525
  57.53000        5.56972       -3.99497
  57.54000        5.57335       -3.99469
  57.55000        5.57698       -3.99441
  57.56000        5.58060       -3.99413
  57.57000        5.58423       -3.99385
  57.58000        5.58785       -3.99356
  57.59000        5.59147       -3.99328
  57.60000        5.59509       -3.99299
  57.61000        5.59871       -3.99270
  57.62000        5.60232       -3.99242
  57.63000        5.60594       -3.99213
  57.64000        5.60955       -3.99183
  57.65000        5.61316       -3.99154
  57.66000        5.61677       -3.99125
  57.67000        5.62037       -3.99095
  57.68000        5.62398       -3.99066
  57.69000        5.62758       -3.99036
  57.70000        5.63118       -3.99006
  57.71000        5.63478       -3.98976
  57.72000        5.63838       -3.98946
  57.73000        5.64198       -3.98916
  57.74000        5.64557       -3.98886
  57.75000        5.64917       -3.98855
  57.76000        5.65276       -3.98825
  57.77000        5.65635       -3.98794
  57.78000        5.65994       -3.98763
  57.79000        5.66352       -3.98732
  57.80000        5.66711       -3.98701
  57.81000        5.67069       -3.98670
  57.82000        5.67427       -3.98639
  57.83000        5.67785       -3.98607
  57.84000        5.68143       -3.98576
  57.85000        5.68501       -3.98544
  57.86000        5.68858       -3.98512
  57.87000        5.69215       -3.98480
  57.88000        5.69573       -3.98448
  57.89000        5.69930       -3.98416
  57.90000        5.70286       -3.98384
  57.91000        5.70643       -3.98352
  57.92000        5.70999       -3.98319
  57.93000        5.71356       -3.98287
  57.94000        5.71712       -3.98254
  57.95000        5.72068       -3.98221
  57.96000        5.72423       -3.98188
  57.97000        5.72779       -3.98155
  57.98000        5.73134       -3.98122
  57.99000        5.73490       -3.98089
  58.00000        5.73845       -3.98055
  58.01000        5.74200       -3.98022
  58.02000        5.74554       -3.97988
  58.03000        5.74909       -3.97954
  58.04000        5.75263       -3.97920
  58.05000        5.75618       -3.97886
  58.06000        5.75972       -3.97852
  58.07000        5.76326       -3.97818
  58.08000        5.76679       -3.97784
  58.09000        5.77033       -3.97749
  58.10000        5.77386       -3.97714
  58.11000        5.77740       -3.97680
  58.12000        5.78093       -3.97645
  58.13000        5.78446       -3.97610
  58.14000        5.78798       -3.97575
  58.15000        5.79151       -3.97540
  58.16000        5.79503       -3.97505
  58.17000        5.79855       -3.97469
  58.18000        5.80208       -3.97434
  58.19000        5.80559       -3.97398
  58.20000        5.80911       -3.97362
  58.21000        5.81263       -3.97326
  58.22000        5.81614       -3.97290
  58.23000        5.81965       -3.97254
  58.24000        5.82316       -3.97218
  58.25000        5.82667       -3.97182
  58.26000        5.83018       -3.97145
  58.27000        5.83369       -3.97109
  58.28000        5.83719       -3.97072
  58.29000        5.84069       -3.97036
  58.30000        5.84419       -3.96999
  58.31000        5.84769       -3.96962
  58.32000        5.85119       -3.96925
  58.33000        5.85469       -3.96887
  58.34000        5.85818       -3.96850
  58.35000        5.86167       -3.96813
  58.36000        5.86516       -3.96775
  58.37000        5.86865       -3.96737
  58.38000        5.87214       -3.96700
  58.39000        5.87563       -3.96662
  58.40000        5.87911       -3.96624
  58.41000        5.88259       -3.96586
  58.42000        5.88607       -3.96548
  58.43000        5.88955       -3.96509
  58.44000        5.89303       -3.96471
  58.45000        5.89651       -3.96432
  58.46000        5.89998       -3.96394
  58.47000        5.90345       -3.96355
  58.48000        5.90692       -3.96316
  58.49000        5.91039       -3.96277
  58.50000        5.91386       -3.96238
  58.51000        5.91733       -3.96199
  58.52000        5.92079       -3.96159
  58.53000        5.92425       -3.96120
  58.54000        5.92771       -3.96080
  58.55000        5.93117       -3.96041
  58.56000        5.93463       -3.96001
  58.57000        5.93809       -3.95961
  58.58000        5.94154       -3.95921
  58.59000        5.94500       -3.95881
  58.60000        5.94845       -3.95841
  58.61000        5.95190       -3.95801
  58.62000        5.95534       -3.95760
  58.63000        5.95879       -3.95720
  58.64000        5.96224       -3.95679
  58.65000        5.96568       -3.95638
  58.66000        5.96912       -3.95597
  58.67000        5.97256       -3.95556
  58.68000        5.97600       -3.95515
  58.69000        5.97944       -3.95474
  58.70000        5.98287       -3.95433
  58.71000        5.98630       -3.95392
  58.72000        5.98974       -3.95350
  58.73000        5.99317       -3.95308
  58.74000        5.99659       -3.95267
  58.75000        6.00002       -3.95225
  58.76000        6.00345       -3.95183
  58.77000        6.00687       -3.95141
  58.78000        6.01029       -3.95099
  58.79000        6.01371       -3.95057
  58.80000        6.01713       -3.95014
  58.81000        6.02055       -3.94972
  58.82000        6.02397       -3.94929
  58.83000        6.02738       -3.94887
  58.84000        6.03079       -3.94844
  58.85000        6.03420       -3.94801
  58.86000        6.03761       -3.94758
  58.87000        6.04102       -3.94715
  58.88000        6.04443       -3.94672
  58.89000        6.04783       -3.94629
  58.90000        6.05123       -3.94585
  58.91000        6.05463       -3.94542
  58.92000        6.05803       -3.94498
  58.93000        6.06143       -3.94454
  58.94000        6.06483       -3.94411
  58.95000        6.06822       -3.94367
  58.96000        6.07162       -3.94323
  58.97000        6.07501       -3.94278
  58.98000        6.07840       -3.94234
  58.99000        6.08178       -3.94190
  59.00000        6.08517       -3.94145
  59.01000        6.08856       -3.94101
  59.02000        6.09194       -3.94056
  59.03000        6.09532       -3.94012
  59.04000        6.09870       -3.93967
  59.05000        6.10208       -3.93922
  59.06000        6.10546       -3.93877
  59.07000        6.10883       -3.93831
  59.08000        6.11221       -3.93786
  59.09000        6.11558       -3.93741
  59.10000        6.11895       -3.93695
  59.11000        6.12232       -3.93650
  59.12000        6.12569       -3.93604
  59.13000        6.12905       -3.93558
  59.14000        6.13242       -3.93513
  59.15000        6.13578       -3.93467
  59.16000        6.13914       -3.93420
  59.17000        6.14250       -3.93374
  59.18000        6.14586       -3.93328
  59.19000        6.14922       -3.93282
  59.20000        6.15257       -3.93235
  59.21000        6.15593       -3.93189
  59.22000        6.15928       -3.93142
  59.23000        6.16263       -3.93095
  59.24000        6.16598       -3.93048
  59.25000        6.16932       -3.93001
  59.26000        6.17267       -3.92954
  59.27000        6.17601       -3.92907
  59.28000        6.17935       -3.92860
  59.29000        6.18270       -3.92812
  59.30000        6.18603       -3.92765
  59.31000        6.18937       -3.92717
  59.32000        6.19271       -3.92669
  59.33000        6.19604       -3.92622
  59.34000        6.19938       -3.92574
  59.35000        6.20271       -3.92526
  59.36000        6.20604       -3.92478
  59.37000        6.20936       -3.92430
  59.38000        6.21269       -3.92381
  59.39000        6.21602       -3.92333
  59.40000        6.21934       -3.92284
  59.41000        6.22266       -3.92236
  59.42000        6.22598       -3.92187
  59.43000        6.22930       -3.92138
  59.44000        6.23262       -3.92089
  59.45000        6.23593       -3.92040
  59.46000        6.23925       -3.91991
  59.47000        6.24256       -3.91942
  59.48000        6.24587       -3.91893
  59.49000        6.24918       -3.91844
  59.50000        6.25249       -3.91794
  59.51000        6.25579       -3.91745
  59.52000        6.25910       -3.91695
  59.53000        6.26240       -3.91645
  59.54000        6.26570       -3.91595
  59.55000        6.26900       -3.91545
  59.56000        6.27230       -3.91495
  59.57000        6.27560       -3.91445
  59.58000        6.27890       -3.91395
  59.59000        6.28219       -3.91345
  59.60000        6.28548       -3.91294
  59.61000        6.28877       -3.91244
  59.62000        6.29206       -3.91193
  59.63000        6.29535       -3.91142
  59.64000        6.29864       -3.91091
  59.65000        6.30192       -3.91040
  59.66000        6.30520       -3.90989
  59.67000        6.30848       -3.90938
  59.68000        6.31176       -3.90887
  59.69000        6.31504       -3.90836
  59.70000        6.31832       -3.90784
  59.71000        6.32159       -3.90733
  59.72000        6.32487       -3.90681
  59.73000        6.32814       -3.90630
  59.74000        6.33141       -3.90578
  59.75000        6.33468       -3.90526
  59.76000        6.33795       -3.90474
  59.77000        6.34121       -3.90422
  59.78000        6.34448       -3.90370
  59.79000        6.34774       -3.90318
  59.80000        6.35100       -3.90265
  59.81000        6.35426       -3.90213
  59.82000        6.35752       -3.90160
  59.83000        6.36078       -3.90108
  59.84000        6.36403       -3.90055
  59.85000        6.36729       -3.90002
  59.86000        6.37054       -3.89949
  59.87000        6.37379       -3.89896
  59.88000        6.37704       -3.89843
  59.89000        6.38029       -3.89790
  59.90000        6.38353       -3.89737
  59.91000        6.38678       -3.89683
  59.92000        6.39002       -3.89630
  59.93000        6.39326       -3.89576
  59.94000        6.39650       -3.89522
  59.95000        6.39974       -3.89469
  59.96000        6.40298       -3.89415
  59.97000        6.40621       -3.89361
  59.98000        6.40945       -3.89307
  59.99000        6.41268       -3.89253
  60.00000        6.41591       -3.89199
  60.01000        6.41914       -3.89144
  60.02000        6.42237       -3.89090
  60.03000        6.42560       -3.89035
  60.04000        6.42882       -3.88981
  60.05000        6.43204       -3.88926
  60.06000        6.43527       -3.88871
  60.07000        6.43849       -3.88816
  60.08000        6.44170       -3.88762
  60.09000        6.44492       -3.88706
  60.10000        6.44814       -3.88651
  60.11000        6.45135       -3.88596
  60.12000        6.45456       -3.88541
  60.13000        6.45778       -3.88485
  60.14000        6.46099       -3.88430
  60.15000        6.46419       -3.88374
  60.16000        6.46740       -3.88319
  60.17000        6.47061       -3.88263
  60.18000        6.47381       -3.88207
  60.19000        6.47701       -3.88151
  60.20000        6.48021       -3.88095
  60.21000        6.48341       -3.88039
  60.22000        6.48661       -3.87983
  60.23000        6.48981       -3.87926
  60.24000        6.49300       -3.87870
  60.25000        6.49619       -3.87813
  60.26000        6.49939       -3.87757
  60.27000        6.50258       -3.87700
  60.28000        6.50576       -3.87643
  60.29000        6.50895       -3.87587
  60.30000        6.51214       -3.87530
  60.31000        6.51532       -3.87473
  60.32000        6.51850       -3.87416
  60.33000        6.52169       -3.87358
  60.34000        6.52486       -3.87301
  60.35000        6.52804       -3.87244
  60.36000        6.53122       -3.87186
  60.37000        6.53439       -3.87129
  60.38000        6.53757       -3.87071
  60.39000        6.54074       -3.87013
  60.40000        6.54391       -3.86955
  60.41000        6.54708       -3.86898
  60.42000        6.55025       -3.86840
  60.43000        6.55341       -3.86781
  60.44000        6.55658       -3.86723
  60.45000        6.55974       -3.86665
  60.46000        6.56290       -3.86607
  60.47000        6.56607       -3.86548
  60.48000        6.56922       -3.86490
  60.49000        6.57238       -3.86431
  60.50000        6.57554       -3.86372
  60.51000        6.57869       -3.86314
  60.52000        6.58184       -3.86255
  60.53000        6.58500       -3.86196
  60.54000        6.58815       -3.86137
  60.55000        6.59129       -3.86078
  60.56000        6.59444       -3.86018
  60.57000        6.59759       -3.85959
  60.58000        6.60073       -3.85900
  60.59000        6.60387       -3.85840
  60.60000        6.60701       -3.85781
  60.61000        6.61015       -3.85721
  60.62000        6.61329       -3.85661
  60.63000        6.61643       -3.85601
  60.64000        6.61956       -3.85541
  60.65000        6.62270       -3.85481
  60.66000        6.62583       -3.85421
  60.67000        6.62896       -3.85361
  60.68000        6.63209       -3.85301
  60.69000        6.63522       -3.85241
  60.70000        6.63834       -3.85180
  60.71000        6.64147       -3.85120
  60.72000        6.64459       -3.85059
  60.73000        6.64771       -3.84998
  60.74000        6.65084       -3.84938
  60.75000        6.65395       -3.84877
  60.76000        6.65707       -3.84816
  60.77000        6.66019       -3.84755
  60.78000        6.66330       -3.84694
  60.79000        6.66642       -3.84633
  60.80000        6.66953       -3.84571
  60.81000        6.67264       -3.84510
  60.82000        6.67575       -3.84448
  60.83000        6.67885       -3.84387
  60.84000        6.68196       -3.84325
  60.85000        6.68506       -3.84264
  60.86000        6.68817       -3.84202
  60.87000        6.69127       -3.84140
  60.88000        6.69437       -3.84078
  60.89000        6.69747       -3.84016
  60.90000        6.70056       -3.83954
  60.91000        6.70366       -3.83892
  60.92000        6.70675       -3.83829
  60.93000        6.70985       -3.83767
  60.94000        6.71294       -3.83705
  60.95000        6.71603       -3.83642
  60.96000        6.71912       -3.83579
  60.97000        6.72220       -3.83517
  60.98000        6.72529       -3.83454
  60.99000        6.72837       -3.83391
  61.00000        6.73145       -3.83328
  61.01000        6.73454       -3.83265
  61.02000        6.73762       -3.83202
  61.03000        6.74069       -3.83139
  61.04000        6.74377       -3.83076
  61.05000        6.74685       -3.83012
  61.06000        6.74992       -3.82949
  61.07000        6.75299       -3.82885
  61.08000        6.75606       -3.82822
  61.09000        6.75913       -3.82758
  61.10000        6.76220       -3.82694
  61.11000        6.76527       -3.82630
  61.12000        6.76833       -3.82566
  61.13000        6.77140       -3.82502
  61.14000        6.77446       -3.82438
  61.15000        6.77752       -3.82374
  61.16000        6.78058       -3.82310
  61.17000        6.78364       -3.82246
  61.18000        6.78669       -3.82181
  61.19000        6.78975       -3.82117
  61.20000        6.79280       -3.82052
  61.21000        6.79586       -3.81987
  61.22000        6.79891       -3.81923
  61.23000        6.80196       -3.81858
  61.24000        6.80500       -3.81793
  61.25000        6.80805       -3.81728
  61.26000        6.81110       -3.81663
  61.27000        6.81414       -3.81598
  61.28000        6.81718       -3.81533
  61.29000        6.82022       -3.81467
  61.30000        6.82326       -3.81402
  61.31000        6.82630       -3.81336
  61.32000        6.82934       -3.81271
  61.33000        6.83237       -3.81205
  61.34000        6.83540       -3.81140
  61.35000        6.83844       -3.81074
  61.36000        6.84147       -3.81008
  61.37000        6.84450       -3.80942
  61.38000        6.84753       -3.80876
  61.39000        6.85055       -3.80810
  61.40000        6.85358       -3.80744
  61.41000        6.85660       -3.80677
  61.42000        6.85962       -3.80611
  61.43000        6.86264       -3.80545
  61.44000        6.86566       -3.80478
  61.45000        6.86868       -3.80412
  61.46000        6.87170       -3.80345
  61.47000        6.87471       -3.80278
  61.48000        6.87773       -3.80211
  61.49000        6.88074       -3.80144
  61.50000        6.88375       -3.80078
  61.51000        6.88676       -3.80010
  61.52000        6.88977       -3.79943
  61.53000        6.89277       -3.79876
  61.54000        6.89578       -3.79809
  61.55000        6.89878       -3.79742
  61.56000        6.90179       -3.79674
  61.57000        6.90479       -3.79607
  61.58000        6.90779       -3.79539
  61.59000        6.91078       -3.79471
  61.60000        6.91378       -3.79404
  61.61000        6.91678       -3.79336
  61.62000        6.91977       -3.79268
  61.63000        6.92276       -3.79200
  61.64000        6.92575       -3.79132
  61.65000        6.92874       -3.79064
  61.66000        6.93173       -3.78995
  61.67000        6.93472       -3.78927
  61.68000        6.93771       -3.78859
  61.69000        6.94069       -3.78790
  61.70000        6.94367       -3.78722
  61.71000        6.94665       -3.78653
  61.72000        6.94963       -3.78585
  61.73000        6.95261       -3.78516
  61.74000        6.95559       -3.78447
  61.75000        6.95856       -3.78378
  61.76000        6.96154       -3.78309
  61.77000        6.96451       -3.78240
  61.78000        6.96748       -3.78171
  61.79000        6.97045       -3.78102
  61.80000        6.97342       -3.78033
  61.81000        6.97639       -3.77963
  61.82000        6.97936       -3.77894
  61.83000        6.98232       -3.77824
  61.84000        6.98528       -3.77755
  61.85000        6.98824       -3.77685
  61.86000        6.99121       -3.77615
  61.87000        6.99416       -3.77545
  61.88000        6.99712       -3.77476
  61.89000        7.00008       -3.77406
  61.90000        7.00303       -3.77336
  61.91000        7.00599       -3.77265
  61.92000        7.00894       -3.77195
  61.93000        7.01189       -3.77125
  61.94000        7.01484       -3.77055
  61.95000        7.01779       -3.76984
  61.96000        7.02073       -3.76914
  61.97000        7.02368       -3.76843
  61.98000        7.02662       -3.76773
  61.99000        7.02956       -3.76702
  62.00000        7.03250       -3.76631
  62.01000        7.03544       -3.76560
  62.02000        7.03838       -3.76489
  62.03000        7.04132       -3.76418
  62.04000        7.04425       -3.76347
  62.05000        7.04719       -3.76276
  62.06000        7.05012       -3.76205
  62.07000        7.05305       -3.76134
  62.08000        7.05598       -3.76062
  62.09000        7.05891       -3.75991
  62.10000        7.06184       -3.75919
  62.11000        7.06476       -3.75848
  62.12000        7.06769       -3.75776
  62.13000        7.07061       -3.75704
  62.14000        7.07353       -3.75632
  62.15000        7.07645       -3.75561
  62.16000        7.07937       -3.75489
  62.17000        7.08229       -3.75417
  62.18000        7.08520       -3.75344
  62.19000        7.08812       -3.75272
  62.20000        7.09103       -3.75200
  62.21000        7.09394       -3.75128
  62.22000        7.09685       -3.75055
  62.23000        7.09976       -3.74983
  62.24000        7.10267       -3.74910
  62.25000        7.10558       -3.74838
  62.26000        7.10848       -3.74765
  62.27000        7.11139       -3.74692
  62.28000        7.11429       -3.74619
  62.29000        7.11719       -3.74547
  62.30000        7.12009       -3.74474
  62.31000        7.12299       -3.74401
  62.32000        7.12588       -3.74327
  62.33000        7.12878       -3.74254
  62.34000        7.13167       -3.74181
  62.35000        7.13457       -3.74108
  62.36000        7.13746       -3.74034
  62.37000        7.14035       -3.73961
  62.38000        7.14324       -3.73887
  62.39000        7.14612       -3.73814
  62.40000        7.14901       -3.73740
  62.41000        7.15189       -3.73666
  62.42000        7.15478       -3.73592
  62.43000        7.15766       -3.73518
  62.44000        7.16054       -3.73444
  62.45000        7.16342       -3.73370
  62.46000        7.16630       -3.73296
  62.47000        7.16917       -3.73222
  62.48000        7.17205       -3.73148
  62.49000        7.17492       -3.73073
  62.50000        7.17779       -3.72999
  62.51000        7.18066       -3.72925
  62.52000        7.18353       -3.72850
  62.53000        7.18640       -3.72775
  62.54000        7.18927       -3.72701
  62.55000        7.19213       -3.72626
  62.56000        7.19500       -3.72551
  62.57000        7.19786       -3.72476
  62.58000        7.20072       -3.72401
  62.59000        7.20358       -3.72326
  62.60000        7.20644       -3.72251
  62.61000        7.20930       -3.72176
  62.62000        7.21215       -3.72101
  62.63000        7.21501       -3.72025
  62.64000        7.21786       -3.71950
  62.65000        7.22071       -3.71875
  62.66000        7.22357       -3.71799
  62.67000        7.22641       -3.71724
  62.68000        7.22926       -3.71648
  62.69000        7.23211       -3.71572
  62.70000        7.23495       -3.71496
  62.71000        7.23780       -3.71420
  62.72000        7.24064       -3.71345
  62.73000        7.24348       -3.71269
  62.74000        7.24632       -3.71192
  62.75000        7.24916       -3.71116
  62.76000        7.25200       -3.71040
  62.77000        7.25483       -3.70964
  62.78000        7.25767       -3.70887
  62.79000        7.26050       -3.70811
  62.80000        7.26333       -3.70735
  62.81000        7.26616       -3.70658
  62.82000        7.26899       -3.70581
  62.83000        7.27182       -3.70505
  62.84000        7.27465       -3.70428
  62.85000        7.27747       -3.70351
  62.86000        7.28030       -3.70274
  62.87000        7.28312       -3.70197
  62.88000        7.28594       -3.70120
  62.89000        7.28876       -3.70043
  62.90000        7.29158       -3.69966
  62.91000        7.29440       -3.69889
  62.92000        7.29721       -3.69811
  62.93000        7.30003       -3.69734
  62.94000        7.30284       -3.69657
  62.95000        7.30565       -3.69579
  62.96000        7.30846       -3.69502
  62.97000        7.31127       -3.69424
  62.98000        7.31408       -3.69346
  62.99000        7.31688       -3.69268
  63.00000        7.31969       -3.69191
  63.01000        7.32249       -3.69113
  63.02000        7.32530       -3.69035
  63.03000        7.32810       -3.68957
  63.04000        7.33090       -3.68879
  63.05000        7.33370       -3.68800
  63.06000        7.33649       -3.68722
  63.07000        7.33929       -3.68644
  63.08000        7.34208       -3.68565
  63.09000        7.34488       -3.68487
  63.10000        7.34767       -3.68408
  63.11000        7.35046       -3.68330
  63.12000        7.35325       -3.68251
  63.13000        7.35604       -3.68173
  63.14000        7.35882       -3.68094
  63.15000        7.36161       -3.68015
  63.16000        7.36439       -3.67936
  63.17000        7.36717       -3.67857
  63.18000        7.36996       -3.67778
  63.19000        7.37274       -3.67699
  63.20000        7.37551       -3.67620
  63.21000        7.37829       -3.67541
  63.22000        7.38107       -3.67461
  63.23000        7.38384       -3.67382
  63.24000        7.38662       -3.67302
  63.25000        7.38939       -3.67223
  63.26000        7.39216       -3.67143
  63.27000        7.39493       -3.67064
  63.28000        7.39770       -3.66984
  63.29000        7.40046       -3.66904
  63.30000        7.40323       -3.66824
  63.31000        7.40599       -3.66745
  63.32000        7.40876       -3.66665
  63.33000        7.41152       -3.66585
  63.34000        7.41428       -3.66504
  63.35000        7.41704       -3.66424
  63.36000        7.41979       -3.66344
  63.37000        7.42255       -3.66264
  63.38000        7.42531       -3.66183
  63.39000        7.42806       -3.66103
  63.40000        7.43081       -3.66023
  63.41000        7.43356       -3.65942
  63.42000        7.43631       -3.65861
  63.43000        7.43906       -3.65781
  63.44000        7.44181       -3.65700
  63.45000        7.44455       -3.65619
  63.46000        7.44730       -3.65538
  63.47000        7.45004       -3.65457
  63.48000        7.45278       -3.65377
  63.49000        7.45552       -3.65295
  63.50000        7.45826       -3.65214
  63.51000        7.46100       -3.65133
  63.52000        7.46374       -3.65052
  63.53000        7.46647       -3.64971
  63.54000        7.46921       -3.64889
  63.55000        7.47194       -3.64808
  63.56000        7.47467       -3.64726
  63.57000        7.47740       -3.64645
  63.58000        7.48013       -3.64563
  63.59000        7.48286       -3.64481
  63.60000        7.48559       -3.64400
  63.61000        7.48831       -3.64318
  63.62000        7.49103       -3.64236
  63.63000        7.49376       -3.64154
  63.64000        7.49648       -3.64072
  63.65000        7.49920       -3.63990
  63.66000        7.50192       -3.63908
  63.67000        7.50463       -3.63826
  63.68000        7.50735       -3.63743
  63.69000        7.51006       -3.63661
  63.70000        7.51278       -3.63579
  63.71000        7.51549       -3.63496
  63.72000        7.51820       -3.63414
  63.73000        7.52091       -3.63331
  63.74000        7.52362       -3.63249
  63.75000        7.52633       -3.63166
  63.76000        7.52903       -3.63083
  63.77000        7.53174       -3.63000
  63.78000        7.53444       -3.62917
  63.79000        7.53714       -3.62834
  63.80000        7.53984       -3.62751
  63.81000        7.54254       -3.62668
  63.82000        7.54524       -3.62585
  63.83000        7.54793       -3.62502
  63.84000        7.55063       -3.62419
  63.85000        7.55332       -3.62336
  63.86000        7.55602       -3.62252
  63.87000        7.55871       -3.62169
  63.88000        7.56140       -3.62085
  63.89000        7.56409       -3.62002
  63.90000        7.56677       -3.61918
  63.91000        7.56946       -3.61834
  63.92000        7.57215       -3.61751
  63.93000        7.57483       -3.61667
  63.94000        7.57751       -3.61583
  63.95000        7.58019       -3.61499
  63.96000        7.58287       -3.61415
  63.97000        7.58555       -3.61331
  63.98000        7.58823       -3.61247
  63.99000        7.59091       -3.61163
  64.00000        7.59358       -3.61078
  64.01000        7.59625       -3.60994
  64.02000        7.59893       -3.60910
  64.03000        7.60160       -3.60825
  64.04000        7.60427       -3.60741
  64.05000        7.60694       -3.60656
  64.06000        7.60960       -3.60572
  64.07000        7.61227       -3.60487
  64.08000        7.61493       -3.60402
  64.09000        7.61760       -3.60318
  64.10000        7.62026       -3.60233
  64.11000        7.62292       -3.60148
  64.12000        7.62558       -3.60063
  64.13000        7.62824       -3.59978
  64.14000        7.63089       -3.59893
  64.15000        7.63355       -3.59808
  64.16000        7.63620       -3.59723
  64.17000        7.63886       -3.59637
  64.18000        7.64151       -3.59552
  64.19000        7.64416       -3.59467
  64.20000        7.64681       -3.59381
  64.21000        7.64946       -3.59296
  64.22000        7.65210       -3.59210
  64.23000        7.65475       -3.59125
  64.24000        7.65739       -3.59039
  64.25000        7.66004       -3.58953
  64.26000        7.66268       -3.58867
  64.27000        7.66532       -3.58781
  64.28000        7.66796       -3.58696
  64.29000        7.67060       -3.58610
  64.30000        7.67323       -3.58524
  64.31000        7.67587       -3.58437
  64.32000        7.67850       -3.58351
  64.33000        7.68114       -3.58265
  64.34000        7.68377       -3.58179
  64.35000        7.68640       -3.58093
  64.36000        7.68903       -3.58006
  64.37000        7.69165       -3.57920
  64.38000        7.69428       -3.57833
